year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,full_name
2004,Robert,G,Weiss,['Johns Hopkins University School of Medicine'],"['Cardiovascular Disease', 'Metabolism', 'Cardiology']","['Cardiovascular Disease', 'Metabolism', 'Cardiology']",['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,robert g weiss
2004,Rui-Ping,,Xiao,[],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,rui-ping xiao
2004,Marcel,R.M.,van den Brink,['Memorial Sloan Kettering Cancer Center'],"['Oncology', 'Immunology']",[],['ASCI'],[],[],,marcel r.m. van den brink
2005,Rhoda,,Alani,['Boston University School of Medicine'],['Dermatology'],['Dermatology'],['ASCI'],['Boston University Affiliates*'],"['Boston University School of Medicine', 'Boston University School of Public Health']",,rhoda alani
2005,JosÃ©,,Baselga,[],[],[],['ASCI'],[],[],,josã© baselga
2005,Jorge,A.,Bezerra,"['University of Cincinnati College of Medicine', ""Cincinnati Children's Hospital""]",['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,jorge a. bezerra
2005,Antonio,,Bianco,['University of Chicago Pritzker School of Medicine'],"['Endocrinology', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,antonio bianco
2005,John,C.,Byrd,['University of Cincinnati College of Medicine'],"['Hematology', 'Internal Medicine']","['Hematology', 'Internal Medicine']",['ASCI'],[],[],,john c. byrd
2005,Michael,,Cappello,['Yale School of Medicine'],"['Public Health', 'Infectious Disease', 'Tropical Medicine', 'Pediatrics']","['Infectious Disease', 'Pediatrics']",['ASCI'],[],[],,michael cappello
2005,E.,Antonio,Chiocca,"[""Harvard Medical School, Brigham & Women's Hospital""]",['Neurosurgery'],['Neurosurgery'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,e. antonio chiocca
2005,Judy,,Cho,['Icahn School of Medicine at Mount Sinai'],"['Internal Medicine', 'Genetics']","['Internal Medicine', 'Genetics']",['ASCI'],['Mount Sinai Affiliates*'],"['Mount Sinai Hospital, Toronto', 'Icahn School of Medicine at Mount Sinai', 'Mount Sinai Beth Israel', 'Samuel Lunenfeld Research Institute of Mount Sinai Hospital']",,judy cho
2005,Bruce,,Clurman,['Fred Hutchinson Cancer Research Center'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,bruce clurman
2005,Kathleen,L.,Collins,['University of Michigan Medical School'],"['Infectious Disease', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']",['ASCI'],[],[],,kathleen l. collins
2005,Lisa,,Cooper,"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins University School of Medicine']",['Internal Medicine'],['Internal Medicine'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,lisa cooper
2005,Vincent,,Cryns,['University of Wisconsin School of Medicine and Public Health'],"['Cell Biology', 'Endocrinology', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,vincent cryns
2005,Tamara,L.,Doering,['Washington University School of Medicine in St. Louis'],['Microbiology'],['Microbiology'],['ASCI'],[],[],,tamara l. doering
2005,Daniel,T.,Eitzman,['University of Michigan Medical School'],"['Cardiology', 'Internal Medicine']","['Cardiology', 'Internal Medicine']",['ASCI'],[],[],,daniel t. eitzman
2005,Gianrico,,Farrugia,['Mayo Clinic'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,gianrico farrugia
2005,Dean,,Felsher,['Stanford University School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,dean felsher
2005,Steven,A.,Fisher,['University of Maryland School of Medicine'],['Cardiology'],['Cardiology'],['ASCI'],[],[],,steven a. fisher
2005,Jane,,Freedman,['Vanderbilt University School of Medicine'],"['Cardiology', 'Internal Medicine']","['Cardiology', 'Internal Medicine']",['ASCI'],[],[],,jane freedman
2005,Thomas,,Gill,['Yale School of Medicine'],"['Internal Medicine', 'Geriatrics']","['Internal Medicine', 'Geriatrics']",['ASCI'],[],[],,thomas gill
2005,David,,Glass,['Regeneron Pharmaceuticals'],"['History of Medicine', 'Administration', 'Genetics', 'Muscle disease', 'Molecular Biology', 'Public Policy', 'Myology', 'Developmental Biology']",['Genetics'],['ASCI'],[],[],,david glass
2005,Elizabeth,P.,Henske,"[""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Dana-Farber Cancer Institute']","['Internal Medicine', 'Oncology']",['Internal Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,elizabeth p. henske
2005,Edwin,M.,Horwitz,"[""Children's Hospital of Philadelphia""]","['Pediatrics', 'Oncology', 'Bone marrow transplantation', 'Hematology', 'Gene Transfer/Gene Therapy', 'Cell Biology']","['Pediatrics', 'Bone marrow transplantation', 'Hematology']",['ASCI'],[],[],,edwin m. horwitz
2005,Anna,,Huttenlocher,['University of Wisconsin School of Medicine and Public Health'],"['Immunology', 'Rheumatology', 'Molecular Biology', 'Pediatrics']","['Rheumatology', 'Pediatrics']",['ASCI'],[],[],,anna huttenlocher
2005,Alp,,Ikizler,['Vanderbilt University School of Medicine'],"['Internal Medicine', 'Nephrology']","['Internal Medicine', 'Nephrology']",['ASCI'],[],[],,alp ikizler
2005,Hans-Peter,,Kiem,['University of Washington School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,hans-peter kiem
2005,Isaac,,Kohane,"['Harvard Medical School', ""Harvard Medical School, Boston Children's Hospital""]","['Informatics', 'Pediatrics']","['Informatics', 'Pediatrics']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,isaac kohane
2005,Michael,,Lauer,"['NIH, National Heart, Lung, and Blood Institute (NHLBI)']","['Epidemiology', 'Cardiovascular Disease']",['Cardiovascular Disease'],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,michael lauer
2005,Terri,,Laufer,['University of Pennsylvania Perelman School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,terri laufer
2005,Dean,Yaw,Li,['University of Utah School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,dean yaw li
2005,Richard,,Lin,['Renaissance School of Medicine at Stony Brook University'],"['Hematology', 'Internal Medicine']","['Hematology', 'Internal Medicine']",['ASCI'],[],[],,richard lin
2005,Jonathan,,Lindner,['Oregon Health Science University School of Medicine'],['Cardiovascular Disease'],['Cardiovascular Disease'],['ASCI'],['Oregon Health & Science Affiliates*'],"['Oregon Health & Science University', 'Oregon Health Science University School of Medicine']",,jonathan lindner
2005,Jens,Dilling,Lundgren,"['Rigshospitalet, National University Hospital, Denmark']",['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,jens dilling lundgren
2005,David,M.,Margolis,['University of North Carolina School of Medicine'],"['Infectious Disease', 'HIV', 'Internal Medicine', 'Microbiology']","['Infectious Disease', 'Internal Medicine', 'Microbiology']",['ASCI'],[],[],,david m. margolis
2005,Sharon,,Moe,['Indiana University School of Medicine'],"['Nephrology', 'Internal Medicine']","['Nephrology', 'Internal Medicine']",['ASCI'],[],[],,sharon moe
2005,Kelle,Harbert,Moley,['Bill and Melinda Gates Foundation'],['Obstetrics and Gynecology'],[],['ASCI'],[],[],,kelle harbert moley
2005,Martin,G.,Myers Jr.,['University of Michigan Medical School'],"['Cell Biology', 'Endocrinology']",['Endocrinology'],['ASCI'],[],[],,martin g. myers jr.
2005,Christopher,,O'Donnell,"[""Harvard Medical School, Brigham & Women's Hospital""]","['Genetics', 'Epidemiology', 'Genomics', 'Cardiology', 'Cardiovascular Disease', 'Internal Medicine']","['Genetics', 'Genomics', 'Cardiology', 'Cardiovascular Disease', 'Internal Medicine']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,christopher o'donnell
2005,Alessandra,,Pernis,['Columbia University College of Physicians & Surgeons'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,alessandra pernis
2005,Kenneth,J.,Pienta,['Johns Hopkins University School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,kenneth j. pienta
2005,Christopher,,Plowe,['University of Maryland School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,christopher plowe
2005,Ian,F.,Pollack,['University of Pittsburgh School of Medicine'],['Surgery'],['Surgery'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,ian f. pollack
2005,Martin,,Pollak,"['Harvard Medical School, Beth Israel Deaconess Medical Center']",['Internal Medicine'],['Internal Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,martin pollak
2005,Steven,,Reis,['University of Pittsburgh School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,steven reis
2005,Ernestina,,Schipani,['University of Pennsylvania Perelman School of Medicine'],"['Molecular Biology', 'Metabolism', 'Cell Biology', 'Developmental Biology', 'Endocrinology']","['Metabolism', 'Endocrinology']",['ASCI'],[],[],,ernestina schipani
2005,Ramesh,,Shivdasani,"['Harvard Medical School, Dana-Farber Cancer Institute']",['Internal Medicine'],['Internal Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,ramesh shivdasani
2005,Benjamin,,Shneider,['Baylor College of Medicine'],['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,benjamin shneider
2005,Edwin,K.,Silverman,"[""Harvard Medical School, Brigham & Women's Hospital""]","['Critical Care Medicine', 'Pulmonology']","['Critical Care Medicine', 'Pulmonology']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,edwin k. silverman
2005,Robert,D.,Simari,['University of Kansas School of Medicine'],['Cardiovascular Disease'],['Cardiovascular Disease'],['ASCI'],[],[],,robert d. simari
2005,Steven,J.,Sollott,['National Institutes of Health'],"['Internal Medicine', 'Cardiovascular Disease']","['Internal Medicine', 'Cardiovascular Disease']",['ASCI'],[],[],,steven j. sollott
2005,Andrea,,Todisco,['University of Michigan Medical School'],"['Gastroenterology', 'Internal Medicine']","['Gastroenterology', 'Internal Medicine']",['ASCI'],[],[],,andrea todisco
2005,Yaron,,Tomer,['Albert Einstein College of Medicine of Yeshiva University'],"['Metabolism', 'Internal Medicine', 'Endocrinology']","['Metabolism', 'Internal Medicine', 'Endocrinology']",['ASCI'],[],[],,yaron tomer
2005,Jerrold,R.,Turner,"[""Harvard Medical School, Brigham & Women's Hospital""]",['Pathology'],['Pathology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,jerrold r. turner
